dataset,fold,eq_odds,av_odds,av_pred_diff,cof_variation_allgroups,entropy_index_allgroups,theil_index_allgroups,eq_opportunity,stat_parity,error_rate,false_discovery_rate_dif,false_negative_rate_diff,false_omisson_rate_dif,pred_equality,binary_confusion_matrix,ppv,npv,selection_rate,accuracy,f1-score
adult,0,0.0007890073805316342,0.00039829529463510354,0.042344379309813676,0.00865095084466546,3.741947525840901e-05,3.7291888854517224e-05,0.0007890073805316342,0.00017551727552646236,-0.015325216675678988,-0.09999999999999998,-0.00078900738053167,-0.015311241380372625,7.583208738572893e-06,"{'GTP': np.float64(516.8020820302786), 'GFP': np.float64(1647.783419428042), 'GTN': np.float64(5239.216580571958), 'GFN': np.float64(1641.1979179697214)}",0.42857142857142855,0.7615622925425979,0.0007739082365948038,0.7613045881702598,0.002771362586605081
adult,1,0.0,0.0,0.010844389591689818,0.012026819597082787,7.23221948103873e-05,7.269463467685674e-05,0.0,0.0,0.021688779183379636,0.0,0.0,0.021688779183379636,0.0,"{'GTP': np.float64(513.7725754442274), 'GFP': np.float64(1643.8736339097327), 'GTN': np.float64(5243.126366090268), 'GFN': np.float64(1644.2274245557726)}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,2,0.0,0.0,-0.001820371130329998,0.0020243457386038737,2.048987834701831e-06,2.0472537695304347e-06,0.0,0.0,-0.0036407422606600237,0.0,0.0,-0.003640742260659996,0.0,"{'GTP': np.float64(515.974115902694), 'GFP': np.float64(1643.7686527815827), 'GTN': np.float64(5242.231347218418), 'GFN': np.float64(1642.025884097306)}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,3,0.002066115702479339,0.0019527390284315763,0.11860410618112836,0.00813579114704852,3.309554879419655e-05,3.298361715649158e-05,0.002066115702479339,0.0018912529550827422,-0.0118060694644464,0.75,-0.0020661157024793875,-0.012791787637743274,0.0018393623543838135,"{'GTP': np.float64(514.6095915613749), 'GFP': np.float64(1642.1489724743062), 'GTN': np.float64(5243.851027525694), 'GFN': np.float64(1643.390408438625)}",0.25,0.7613938053097346,0.0004422821760283061,0.7611676249447147,0.0009250693802035153
adult,4,0.0012099213551119178,0.0006049606775559589,-0.0045441666767366135,0.005720838654341955,1.636399745450654e-05,1.6325791241645426e-05,0.0,0.0009298000929800093,-0.008374001127549602,1.0,0.0,-0.009088333353473227,0.0012099213551119178,"{'GTP': np.float64(511.21973398090677), 'GFP': np.float64(1638.150642171538), 'GTN': np.float64(5247.849357828462), 'GFN': np.float64(1646.7802660190932)}",0.0,0.7613359876133599,0.00022114108801415304,0.7611676249447147,0.0
adult,0,0.005924630924630924,0.005561692730869079,-0.016722258076196442,0.0038829937452165004,7.538820212695232e-06,7.560940362203431e-06,0.005924630924630924,0.005386824600824393,0.01669618011636731,0.04761904761904767,-0.005924630924630914,0.014174531466654733,0.005198754537107233,"{'GTP': np.float64(515.8804279199217), 'GFP': np.float64(1656.2007483402272), 'GTN': np.float64(5230.799251659773), 'GFN': np.float64(1642.1195720800783)}",0.3076923076923077,0.7615146147032772,0.0014372581536760641,0.7608623548922057,0.0036849378166743437
adult,1,0.0,0.0,0.010346157650511265,0.009143225089791894,4.17992825213e-05,4.208283210989377e-05,0.0,0.0,0.020692315301022446,0.0,0.0,0.02069231530102253,0.0,"{'GTP': np.float64(513.1642901623093), 'GFP': np.float64(1643.5566668876718), 'GTN': np.float64(5243.443333112327), 'GFN': np.float64(1644.8357098376907)}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,2,0.0,0.0,-0.002460332597993456,0.0021377587041823075,2.2850061386536098e-06,2.281325476230102e-06,0.0,0.0,-0.004920665195986884,0.0,0.0,-0.004920665195986912,0.0,"{'GTP': np.float64(514.7116777628918), 'GFP': np.float64(1644.8730736011244), 'GTN': np.float64(5241.126926398876), 'GFN': np.float64(1643.2883222371083)}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,3,0.0,0.0,-0.011048415744742551,0.00969718433969764,4.701769205903858e-05,4.668364849560975e-05,0.0,0.0,-0.022096831489485158,0.0,0.0,-0.022096831489485103,0.0,"{'GTP': np.float64(514.5683910327605), 'GFP': np.float64(1648.3890472688336), 'GTN': np.float64(5237.610952731166), 'GFN': np.float64(1643.4316089672398)}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,4,0.0,0.0,-0.0031459062488915918,0.002774324944020554,3.848439447507325e-06,3.840612763055608e-06,0.0,0.0,-0.006291812497783211,0.0,0.0,-0.0062918124977831835,0.0,"{'GTP': np.float64(512.346621478592), 'GFP': np.float64(1639.6929520486356), 'GTN': np.float64(5246.307047951364), 'GFN': np.float64(1645.6533785214078)}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
