dataset,fold,eq_odds,av_odds,av_pred_diff,cof_variation_allgroups,entropy_index_allgroups,theil_index_allgroups,eq_opportunity,stat_parity,error_rate,false_discovery_rate_dif,false_negative_rate_diff,false_omisson_rate_dif,pred_equality,binary_confusion_matrix,ppv,npv,selection_rate,accuracy,f1-score
adult,0,0.0,0.0,0.09216333872454918,0.018884541413869783,0.0001783129522060815,0.0001880787637332015,0.0,0.0,0.18432667744909836,0.0,0.0,0.18432667744909836,0.0,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,1,0.0,0.0,0.04310207184945829,0.02052486000226192,0.0002106349390562256,0.00021961262514932794,0.0,0.0,0.08620414369891649,0.0,0.0,0.08620414369891657,0.0,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,2,0.0,0.0,-0.05001946282600234,0.01954337169104262,0.00019097168852712305,0.0001998905175213946,0.0,0.0,-0.10003892565200467,0.0,0.0,-0.10003892565200467,0.0,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,3,0.0,0.0,0.06033009811347344,0.016316979425523376,0.00013312190878647656,0.0001322441919529459,0.0,0.0,0.1206601962269469,0.0,0.0,0.12066019622694688,0.0,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613623797412363,0.00011057054400707652,0.7612781954887218,0.0
adult,4,0.0,0.0,-0.029198609622729646,0.013356286543155352,8.919519511143637e-05,8.833232112179371e-05,0.0,0.0,-0.058397219245459264,0.0,0.0,-0.05839721924545929,0.0,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,0,,,0.13082437275985664,0.00846953038081397,3.586647243576541e-05,3.591420492761235e-05,,,-0.7383512544802867,0.0,,0.2616487455197133,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,1,,,0.15254237288135594,0.018001196780301664,0.0001620215427615715,0.00016432189052810199,,,-0.6949152542372882,0.0,,0.3050847457627119,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,2,,,0.14285714285714285,0.00970820789496695,4.71246502659493e-05,4.786154407758931e-05,,,-0.7142857142857143,0.0,,0.2857142857142857,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,3,,,0.10119047619047619,0.0066740422248024525,2.2271419809223037e-05,2.1947054506692567e-05,,,-0.7976190476190477,0.0,,0.20238095238095238,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,4,,,0.11805555555555555,0.0034303160704299025,5.883534171524823e-06,5.885417740816326e-06,,,-0.7638888888888888,0.0,,0.2361111111111111,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,0,,,0.11929242675511333,2.1073424255447017e-08,2.220446049250313e-16,2.9162094548379673e-16,,,-0.7614151464897734,0.0,,0.23858485351022665,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,1,,,0.11929242675511333,2.1073424255447017e-08,2.220446049250313e-16,2.9162094548379673e-16,,,-0.7614151464897734,0.0,,0.23858485351022665,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,2,,,0.11930561698363557,0.0,0.0,0.0,,,-0.7613887660327289,0.0,,0.23861123396727113,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,3,,,0.11931881012938184,,-3.3306690738754696e-16,-2.915887043621291e-16,,,-0.7612781954887218,1.0,,0.23863762025876367,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613623797412363,0.00011057054400707652,0.7612781954887218,0.0
adult,4,,,0.11930561698363557,0.0,0.0,0.0,,,-0.7613887660327289,0.0,,0.23861123396727113,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,0,,,0.11929242675511333,2.1073424255447017e-08,2.220446049250313e-16,2.9162094548379673e-16,,,-0.7614151464897734,0.0,,0.23858485351022665,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,1,,,0.11929242675511333,2.1073424255447017e-08,2.220446049250313e-16,2.9162094548379673e-16,,,-0.7614151464897734,0.0,,0.23858485351022665,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6887.0, 'GFN': 0.0}",0.0,0.7614151464897734,0.0,0.7614151464897734,0.0
adult,2,,,0.11930561698363557,0.0,0.0,0.0,,,-0.7613887660327289,0.0,,0.23861123396727113,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
adult,3,,,0.11931881012938184,,-3.3306690738754696e-16,-2.915887043621291e-16,,,-0.7612781954887218,1.0,,0.23863762025876367,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613623797412363,0.00011057054400707652,0.7612781954887218,0.0
adult,4,,,0.11930561698363557,0.0,0.0,0.0,,,-0.7613887660327289,0.0,,0.23861123396727113,,"{'GTP': 2158.0, 'GFP': 0.0, 'GTN': 6886.0, 'GFN': 0.0}",0.0,0.7613887660327289,0.0,0.7613887660327289,0.0
kdd,0,0.06153846153846154,-0.029639124014586907,-0.4357715054740709,0.03385661400344406,0.0005731351558891021,0.0005735031497848214,-0.06153846153846154,0.0006775874906924794,0.01945644080416975,0.8888888888888888,0.06153846153846154,0.017345877940747045,0.002260213509287729,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.9,0.9441373534338359,0.005,0.9439166666666666,0.1382842509603073
kdd,1,0.01243243243243243,0.006027679262973379,0.09932781404332305,0.03265298271867973,0.0005331086402131987,0.000533250670787617,0.01243243243243243,0.002761752010326076,0.03139331026108294,-0.16666666666666666,-0.012432432432432416,0.031988961419979464,-0.0003770739064856712,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.8787878787878788,0.9444444444444444,0.0055,0.9440833333333334,0.1473951715374841
kdd,2,0.05714285714285714,-0.028761253932096754,-0.39248990854312515,0.03239802832300641,0.0005248161196091626,0.0005252349547152295,-0.05714285714285714,-0.0018491124260355029,0.014695577701650642,-0.2,0.05714285714285716,0.015020182913749729,-0.00037965072133637056,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.8289473684210527,0.9448171754444817,0.006333333333333333,0.9440833333333334,0.15809284818067754
kdd,3,0.06716417910447761,-0.033772783678859705,-0.39282352715780844,0.03414721533033565,0.000583016157408155,0.0005831635554568377,-0.06716417910447761,-0.002045370026031982,0.032210516054259175,-0.18181818181818182,0.06716417910447758,0.032534763866201404,-0.00038138825324180017,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.86,0.9432635983263599,0.004166666666666667,0.9429166666666666,0.11154345006485085
kdd,4,0.06707317073170732,-0.03400571653492854,-0.3407683479140814,0.03230095793554019,0.0005216759417767684,0.0005218018860516823,-0.06707317073170732,-0.0029127981066812306,0.0051344237812686044,-0.3125,0.06707317073170727,0.0059633041718372345,-0.0009382623381497466,"{'GTP': 722.0, 'GFP': 0.0, 'GTN': 11278.0, 'GFN': 0.0}",0.7428571428571429,0.9438390611902766,0.005833333333333334,0.9426666666666667,0.13131313131313133
kdd,0,,,0.4332752837977296,0.029628475585613583,0.0004389232827636501,0.00043791488241351056,,,-0.9167532274818222,0.21568627450980393,,0.08223684210526316,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.7931034482758621,0.9434768045553509,0.004833333333333334,0.94275,0.11810012836970475
kdd,1,,,0.4748485522834607,0.02937090587798633,0.00043132505604676595,0.0004304107408541428,,,-0.9186967568375429,0.13114754098360656,,0.08084464555052791,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.8450704225352113,0.9445888171682455,0.005916666666666666,0.944,0.15151515151515152
kdd,2,,,0.43448731754645964,0.028066782676946046,0.00039387214491745935,0.0003930904762664628,,,-0.9183642899940084,0.2112676056338028,,0.08024224072672217,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.7875,0.9447986577181208,0.006666666666666667,0.94375,0.15730337078651685
kdd,3,,,0.4596387711086798,0.029928221107609378,0.00044784920933297776,0.00044687559552364955,,,-0.9174133811230586,0.16279069767441862,,0.08206823989177814,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.7894736842105263,0.9433978062463367,0.00475,0.9426666666666667,0.11568123393316196
kdd,4,,,0.4328140402132991,0.02867153288538519,0.00041102839899886213,0.00041022418646778093,,,-0.9176558978211871,0.21568627450980393,,0.08131435493640218,,"{'GTP': 722.0, 'GFP': 0.0, 'GTN': 11278.0, 'GFN': 0.0}",0.7384615384615385,0.9435274403016338,0.005416666666666667,0.9424166666666667,0.12198221092757307
kdd,0,,,0.4698169412124144,0.019872524351586818,0.00019745861205220557,0.00019604260807748344,,,-0.931123595505618,0.12903225806451613,,0.06866614048934491,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.8421052631578947,0.9424009362982779,0.0031666666666666666,0.9420833333333334,0.08432147562582346
kdd,1,,,0.3896986265913907,0.017012031490808332,0.00014470460772212718,0.00014381055778005104,,,-0.9329815895823979,0.2857142857142857,,0.06511153889706715,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.6666666666666666,0.9445004198152813,0.0075,0.9424166666666667,0.14796547472256474
kdd,2,,,0.40642952286621814,0.018259492923821046,0.00016670454091753542,0.00016564968610292775,,,-0.9319859202906778,0.2537313432835821,,0.06659038901601831,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.6973684210526315,0.9439785306943979,0.006333333333333333,0.9424166666666667,0.1329987452948557
kdd,3,,,0.4697687702916164,0.018823193886182775,0.00017715631403841431,0.00017598550079132868,,,-0.9319904945117121,0.1282051282051282,,0.067742668788361,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.8695652173913043,0.9430316212146562,0.003833333333333333,0.94275,0.10430247718383312
kdd,4,,,0.37105644243698926,0.01856341341113129,0.00017230015873628452,0.0001711584305026462,,,-0.9304632029753184,0.32608695652173914,,0.06819984139571768,,"{'GTP': 722.0, 'GFP': 0.0, 'GTN': 11278.0, 'GFN': 0.0}",0.6792452830188679,0.9425797271281493,0.004416666666666667,0.9414166666666667,0.09290322580645162
kdd,0,,,0.0,,-3.3306690738754696e-16,-3.529497429045003e-16,,,0.0,0.0,,0.0,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.7777777777777778,0.9426181514010874,0.00375,0.942,0.09138381201044386
kdd,1,,,0.0,,-1.1102230246251565e-16,-1.176706968336149e-16,,,0.0,0.0,,0.0,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.9069767441860465,0.9429622815087396,0.0035833333333333333,0.9428333333333333,0.10209424083769633
kdd,2,,,0.0,2.9802322387695312e-08,4.440892098500626e-16,4.706412185993774e-16,,,0.0,0.0,,0.0,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.8409090909090909,0.942790230846437,0.0036666666666666666,0.9424166666666667,0.09673202614379085
kdd,3,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,"{'GTP': 721.0, 'GFP': 0.0, 'GTN': 11279.0, 'GFN': 0.0}",0.8823529411764706,0.9422530503092095,0.0028333333333333335,0.9420833333333334,0.07947019867549669
kdd,4,,,0.0,,-3.3306690738754696e-16,-3.5323048065846775e-16,,,0.0,0.0,,0.0,,"{'GTP': 722.0, 'GFP': 0.0, 'GTN': 11278.0, 'GFN': 0.0}",0.7837837837837838,0.9420713867758923,0.0030833333333333333,0.9415833333333333,0.0764163372859025
german_credit,0,0.25,0.06481481481481483,0.2583027242118151,0.049430282918168506,0.0012216764346850905,0.0012348740837904082,0.25,0.09029484029484028,-0.08169533169533172,-0.48148148148148145,-0.25,0.035123966942148754,-0.12037037037037036,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.5128205128205128,0.7515527950310559,0.195,0.705,0.40404040404040403
german_credit,1,0.24149659863945577,0.1082482993197279,0.03468406593406592,0.01871463930180538,0.00017511886209833932,0.00017648752520357428,-0.024999999999999967,0.17523056653491437,0.22266139657444006,0.15384615384615385,0.025000000000000022,0.2232142857142857,0.24149659863945577,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.6052631578947368,0.7716049382716049,0.19,0.74,0.46938775510204084
german_credit,2,0.43137254901960786,0.2295751633986928,0.006944444444444392,0.05811730838623334,0.0016888107670302742,0.0017789279378507528,0.027777777777777735,0.2981366459627329,0.3395445134575569,0.27777777777777773,-0.02777777777777779,0.29166666666666663,0.43137254901960786,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.6470588235294118,0.7710843373493976,0.17,0.75,0.46808510638297873
german_credit,3,0.28185328185328185,0.2106545320831035,0.10392857142857144,0.04584294499537736,0.0010507878029245971,0.0010612208211923557,0.28185328185328185,0.24074074074074076,0.01620370370370372,-0.16785714285714282,-0.28185328185328185,0.04000000000000001,0.13945578231292516,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.509090909090909,0.7793103448275862,0.275,0.705,0.48695652173913045
german_credit,4,0.0761904761904762,-0.011499493414387024,0.13223997757218953,0.08705671864520965,0.003789436130635597,0.0036400816188860174,0.05319148936170215,-0.02412280701754388,-0.05701754385964919,-0.27586206896551724,-0.05319148936170215,-0.011382113821138212,-0.0761904761904762,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.6590909090909091,0.8012820512820513,0.22,0.77,0.5576923076923077
german_credit,0,,,-0.37136886102403344,0.07917397972609655,0.0031342595328341743,0.0033678452691532678,,,0.7247191011235955,-0.48484848484848486,,-0.22758620689655173,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.5555555555555556,0.7560975609756098,0.18,0.72,0.4166666666666667
german_credit,1,0.74,0.3191525423728814,0.11062937062937062,0.027976168565039067,0.00039133300378974,0.0003753783497836026,0.74,0.35119047619047616,-0.29166666666666663,-0.48,-0.74,-0.25874125874125875,-0.1016949152542373,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.5666666666666667,0.7470588235294118,0.15,0.72,0.37777777777777777
german_credit,2,,,-0.49324324324324326,0.08243723416002477,0.003397948787977377,0.0032224258820824827,,,0.7616279069767442,-0.25,,-0.23648648648648649,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.71875,0.7797619047619048,0.16,0.77,0.5
german_credit,3,0.8677685950413223,0.249101688825009,0.13421528720036185,0.01978178060497177,0.00019565942195161863,0.0001928824418511596,-0.3695652173913043,0.3023952095808383,0.7305389221556886,0.5151515151515151,0.3695652173913043,0.7835820895522388,0.8677685950413223,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.5217391304347826,0.7662337662337663,0.23,0.71,0.4528301886792453
german_credit,4,,,-0.4176213857064921,0.02898550724636684,0.00042007981516459236,0.0004097101193444931,,,0.7444444444444445,-0.38461538461538464,,-0.2198581560283688,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.5909090909090909,0.782051282051282,0.22,0.74,0.5
german_credit,0,,,0.3777600425645118,2.1073424255447017e-08,2.220446049250313e-16,2.7583180736028727e-16,,,-0.695,0.5238095238095238,,0.27932960893854747,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.47619047619047616,0.7206703910614525,0.105,0.695,0.24691358024691357
german_credit,1,,,0.44571428571428573,2.1073424255447017e-08,2.220446049250313e-16,2.6914497566670467e-16,,,-0.735,0.36,,0.25142857142857145,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.64,0.7485714285714286,0.125,0.735,0.3764705882352941
german_credit,2,,,0.4111111111111111,0.0,0.0,0.0,,,-0.71,0.45,,0.2722222222222222,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.55,0.7277777777777777,0.1,0.71,0.275
german_credit,3,,,0.34632878492527613,,-1.1102230246251565e-16,-1.247441600702423e-16,,,-0.67,0.5789473684210527,,0.2716049382716049,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.42105263157894735,0.7283950617283951,0.19,0.67,0.32653061224489793
german_credit,4,,,0.426293408929837,2.9802322387695312e-08,4.440892098500626e-16,5.104473676437503e-16,,,-0.74,0.38235294117647056,,0.23493975903614459,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.6176470588235294,0.7650602409638554,0.17,0.74,0.44680851063829785
german_credit,0,,,0.44017094017094016,0.0,0.0,0.0,,,-0.72,0.3888888888888889,,0.2692307692307692,,"{'GTP': 60.0, 'GFP': 0.0, 'GTN': 140.0, 'GFN': 0.0}",0.6111111111111112,0.7307692307692307,0.09,0.72,0.28205128205128205
